status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
176946929155772_310106902506440,,Editorialele lui Stireanu,link,http://nastase.wordpress.com/2014/10/22/editorialele-lui-stireanu/,2014-10-22 19:16:31,1431,19,45,1431,0,0,0,0,0
176946929155772_308991979284599,"Puterea politica in Romania

Vineri seara, la sediul Fundatiei Titulescu, a fost lansat volumul ""Puterea politica in România. De la comunism la noul capitalism"", elaborat de un tânăr cercetător, Iulian Stanescu.

Cartea a fost prezentată de prof. Cătălin Zamfir si de deputatul Ionuț Vulpescu.

Lucrarea tratează atât aspecte teoretice ale puterii politice, cât si chestiuni concrete – serii de date statistice – referitoare la momentele electorale de după 1989.",Puterea politica in România,link,http://nastase.wordpress.com/2014/10/18/puterea-politica-in-romania/,2014-10-19 17:30:47,1848,33,49,1848,0,0,0,0,0
176946929155772_307403912776739,"""Mai functioneaza principiile din Westphalia?
Dupa un razboi indelungat, in 1648, puterile europene au pus bazele unui sistem de ordine ""globala"", bazat pe suveranitatea statelor si pe principiul echilibrului de putere. Era sfarsitul marilor imperii si al puterii papale lumesti. Acel sistem, gandit ca un sistem de ordine mondiala, era, in realitate, o proiectie regionala a noilor raporturi de forte. Este evident ca asa numita ordine globala reprezinta, de fapt, suma unor formule gandite sau chiar puse in aplicare, in anumite conditii geografice sau geopolitice, de principalii actori din diverse regiuni ale globului ( si in diferite perioade). M-am referit la modelul westphalian pentru ca el exprima aranjamentul la care ajunsesera puterile Europei Occidentale la jumatatea secolului 17, fara a tine seama de ""periferia"" din Europa rasariteana sau de pozitia Rusiei.

In recenta sa carte, ""World Order"" (""Ordinea Mondiala""), publicata anul acesta, Henry Kissinger analizeaza aceste evolutii, din punct de vedere istoric, dar, pentru a explica pozitia Rusiei fata de regulile stabilite in 1648, citeaza cuvintele ministrului de externe al tarului Alexei, din acea perioada, referitor la scopul politicii sale externe – ""expansiunea statului in orice directie"". Se referea, evident, la expansiunea geografica.

Perioada de dupa incetarea Razboiului Rece a eliminat constrangerile convenite in legatura cu ""neinterventia"" in zona de ""jurisdictie"" si influenta celeilate tabere. In mod evident, vacumul creat prin implozia sistemului comunist si a imperiului sovietic s-a incercat a fi ""colmatat"" cu alte actiuni de interes politic sau economic. Acest lucru s-a vazut, mai intai, in legatura cu Yugoslavia, apoi cu tarile Grupului Visegrad, apoi cu tarile baltice, cu Romania, cu Bulgaria. Rusia a urmarit aceste procese ca un spectator nemultumit. Evolutiile din Kosovo (vazute ca o atingere a teritoriului Serbiei) si apoi ""euromaidanul"" de la Kiev au creat insa o contra-reactie a Rusiei. In acest moment, este clar ca au fost puse in discutie vechile principii westphaliene, in primul rand principiul echilibrului de putere in Europa. Cred insa ca dupa testul din Ucraina se va reveni la vechile principii acceptate. Mai sper ca ""balance of power"" nu va redeveni ""balance of terror"", pentru a da satisfactie complexelor militar-industriale din interiorul marilor puteri.

Imi place sa cred in ceea ce spunea presedintele Truman, aratand care a fost principala reusita a mandatului sau prezidential; "" ma bucur ca i-am invins pe dusmanii nostri dar ca apoi i-am adus inapoi in comunitatea natiunilor"".",Mai functioneaza principiile din Westphalia?,link,http://nastase.wordpress.com/2014/10/14/mai-functioneaza-principiile-din-westphalia/,2014-10-14 20:52:36,1912,74,84,1912,0,0,0,0,0
176946929155772_306903219493475,,Dezbatere la Fundatia Titulescu,link,https://nastase.wordpress.com/2014/10/13/dezbatere-la-fundatia-titulescu-10/,2014-10-13 13:08:44,1095,26,49,1095,0,0,0,0,0
176946929155772_306640879519709,"Meciul de fotbal


Am fost ieri la meciul de fotbal cu Ungaria. Probabil ca intre zecile de mii de spectatori au fost si unii care erau interesati de partida. Cei mai multi au venit, insa, fie sa socializeze, fie sa-si consume adrenalina. Ca dovada, la peluze, timpul a fost utilizat, in mare masura, cu ruperea scaunelor si in bataia cu jandarmii sau in aruncarea la distanta a petardelor. Televiziunile au mentinut toata ziua asteptarea ""razboiului"" romano-ungar, care n-avea nicio legatura cu fotbalul. Oricum, prea mult fotbal nu am vazut, vreo 15-20 de minute in total, motoarele echipei noastre oprite in repriza a doua, faze streotipe , cu atacuri pe extreme si aruncarea mingilor in careu, nicio actiune pe centru, niciun un-doi intre atacanti, niciun sut periculos pe poarta din afara careului. Altfel, inteleg, de la oficialii fotbalului ca nu a fost rau. Poate. Cred insa ca ar trebui sa propunem ca meciurile la care participam sa aiba numai o repriza. In rest, atmosfera de ""sarbatoare"" – un fel de revelion, cu pocnitori si petarde (probabil si in ideea ca urmatoarele meciuri  le vom vedem de acasa, terenul urmand a fi suspendat). M-a impresionat faptul ca suporterii de la peluze nu prea aveau treaba cu suporterii ungurilor. Suporterii dinamovisti se certau cu suporteii stelisti si le aruncau scaune in cap celor de la Cluj. In perioadele de armistitiu, am auzit si scandari ""Romania, Romania"", alternate insa cu strigatul de lupta, preluat direct din spiritul Olimpic, ""pe ei, pe mama lor"". La sfarsit, ""armatele"", multumite ca si-au facut datoria, s-au dus linistite spre casa, supravegheate, cu duiosie, de jandarmi. Fara bani, fara sponsori, fara jucatori in marile echipe europene, fotbalul romanesc ofera, deocamdata, doar iluzii. Parerea mea…",Meciul de fotbal,link,http://nastase.wordpress.com/2014/10/12/meciul-de-fotbal/,2014-10-12 18:59:46,2761,140,81,2761,0,0,0,0,0
176946929155772_306130659570731,"Cursurile Titulescu

Ieri, am fost la Brașov, unde se desfășoară ediția a XXI – a Cursurilor internaționale pentru tineri Diplomați. Programul a început sâmbăta, cu un Te Deum la Mormântul lui Titulescu, la Biserica din Scheii Brasovului, unde au venit si premierul Ponta si ministrul de externe Corlatean. La cursuri participa, timp de o săptămana, tineri diplomati din 21 de tari, inclusiv șase tineri diplomati din România. Temele din acest an au vizat transformările majore din Europa din ultimii 25 de ani si provocările/oportunitatile actuale la nivel european. Prelegerea mea a avut ca subiect tranzitia democratica a statelor est-europene după căderea comunismului.

PS Am adaugat o fotografie a unei brosuri, pe care am gasit-o recent, cuprinzand Discursul lui Nicolae Titulescu, in calitate de ministru al finantelor, in Adunarea Deputatilor, in sedinta din 10 iunie 1921. Discursul, impreuna cu raspunsurile la interpelarile din sala, are 131 de pagini! Textul complet il voi publica la sectiunea documente pe site-ul Fundatiei.",Cursurile Titulescu,link,http://nastase.wordpress.com/2014/10/10/cursurile-titulescu/,2014-10-11 11:47:53,2636,68,66,2636,0,0,0,0,0
176946929155772_305021563014974,"Diplomatia romaneasca in vremea Razboiului Rece

Ocupati sa intelegem diplomatia altor tari, nu mai gasim suficient timp pentru a invata din experienta diplomatiei romanesti inter-belice sau post-belice. Sigur, s-au schimbat multe elemente geo-strategice, s-au schimbat si unii dintre vecinii nostri, destramandu-se federatiile create la inceputul secolului 20. Cu toate acestea, inclin sa cred ca interesele nationale majore ale Romaniei isi pastreaza perenitatea. Si sper ca toti conducatorii tarii de astazi continua sa gandeasca la fel. 

Zilele acestea, a fost lansat al treilea volum al Fundatiei Europene Titulescu, sub coordonarea ambasadorului Nicolae Ecobescu, avand ca titlu ""Romania - Supravietuire si Afirmare prin Diplomatie in anii Razboiului Rece"". Stiu, exista tentatia de a trai doar in prezent, sub presiunea evenimentelor cotidiene. Stiu, exista tentatia de a considera ca evenimentele din 1989 au insemnat un fel de revolutie culturala cand trebuiau aruncate din casa mobilele, cartile, ideile legate de trecutul comunist, pentru a asigura purificarea societatii cu ajutorul Fundatiei Soros si a ong-urilor adiacente. Turbo-capitalismul trebuia sa intre pe un fundal de tabula rasa. Este un subiect mai complex care nu poate fi dezvoltat aici. Constat, insa, doar faptul ca aspecte importante ale diplomatiei romanesti sunt date uitarii, sau pur si simplu, sunt sterse din dosarele diplomatice, ramanand loc liber pentru o diplomatie pe pilot automat. Si ma refer aici la intreaga perioada a anilor de dupa revolutie.

In aceste conditii, volumele echipei coordonate de ambasadorul Ecobescu ne atrag atentia asupra faptului ca deceniile anilor '60 si '70 au pus in evidenta trecerea de la faza de ""supravietuire"" la cea de ""afirmare"" a diplomatiei romanesti in conditii internationale dificile. Nu este vorba de o privire nostalgica asupra trecutului ci de o incercare rationala de a arata ca radacinile diplomatiei romanesti nu se opresc la momentul incheierii Razboiului Rece, ci merg mult in trecut, parcurgand cu inteligenta perioada postbelica pentru a ajunge la epoca Titulescu si mai devreme la cea a pasoptistilor.

S-ar putea ca unii, citind, documentele din acest volum, sa ramana socati de felul in care se desfasurau intalnirile liderilor si diplomatilor romani cu lideri sau diplomati occidentali. Nu intru in amanunte. Vreau sa cred ca mai avem inca forta de a invata din trecut - inclusiv pentru a evita sa repetam unele greseli.",,status,,2014-10-08 14:10:24,1419,31,57,1419,0,0,0,0,0
176946929155772_304361413080989,"Alegerile parlamentare din Bulgaria

Ieri au avut loc alegeri parlamentare in Bulgaria. Exit Poll-ul realizat la urne i-l da câștigător pe Boyko Borisov, cel care in urma cu doi ani a trebuit sa demisioneze in urma unor masive manifestatii de strada. Partidul sau ar fi obținut 33,2 la suta, in timp ce Partidul Socialist Bulgar ar fi obținut doar 16,5 procente. Partidul etnic al turcilor ar fi obținut 14,1, Blocul Reformist 8,7 la suta, Bulgaria fără cenzura 6,3 iar Frontul Patriotic -formatiune naționalista – 6 procente. Nu este clar dacă partidul fostului președinte Parvanov a depășit pragul de 4 la suta.
Spre deosebire de Constitutia noastră, Constitutia Bulgariei prevede in mod expres obligația președintelui de a încredința formarea guvernului reprezentantului partidului cel mai bine plasat ( cu cele mai multe mandate), chiar dacă nu a obținut peste 50 de procente. In aceste condiții, partidul lui Borisov va încerca sa formeze o Coaliție de centru-dreapta cu alte formatiuni parlamentare. Cred ca este important sa urmărim evolutiile politice din apropierea noastră, mai ales in contextul tensiunilor din zona. Așa cum am spus de multe ori, putem sa schimbam istoria, putem sa influențam viitorul, dar nu putem schimba geografia României -cu avantajele si dezavantajele sale.",Alegerile parlamentare din Bulgaria,link,http://nastase.wordpress.com/2014/10/06/alegerile-parlamentare-din-bulgaria/,2014-10-06 20:13:13,1269,22,17,1269,0,0,0,0,0
176946929155772_304012426449221,"Catedrala ortodoxa din Tirana

Ca o completare la ceea ce am scris de dimineața, adaug o fotografie de la intrarea in noua catedrala ortodoxa din Tirana, ale carei lucrări s-au finalizat in urma cu un an. O clădire modernă, in centrul orașului, pentru cei aproximativ 6 la suta albanezi ortodocși. Catolicii reprezintă cam 10 la suta si sunt poziționati in nordul țării. Vizita Papei la Tirana a fost un eveniment salutat de către întreaga populație albaneza. Un ultim comentariu: Bektasii sunt musulmanii nepracticanti, răspândiți mai ales in zona elitelor politice si culturale.",Catedrala ortodoxa din Tirana,link,http://nastase.wordpress.com/2014/10/05/catedrala-ortodoxa-din-tirana/,2014-10-05 21:10:04,2485,26,58,2485,0,0,0,0,0
176946929155772_303832083133922,"Despre ""coabitarea"" bisericilor

In jurul pieței centrale din Tirana, sunt trei biserici – una ortodoxa, una catolica si, desigur, o moschee. Pana prin 1991, discuțiile despre religie nu aveau sens. Regimul comunist din Albania interzicea cu desăvârșirea acest lucru. Astfel încât cei mai tineri au aflat despre religia ""lor"" de la bunici. Îmi aduc aminte, in 1991, am venit pentru prima data in Albania, in calitate de ministru de externe. Am vrut sa vizitez biserica ortodoxa. Nu s-a putut. Mi s-a spus ca fusese transformată in depozit. Au trecut de atunci mulți ani. Ieri, a fost o sărbătoare musulmană importantă, ""tăierea mieilor"" (""micul Bairam""). O sărbătoare in care familiile se strâng si iau masa împreuna. Am fost invitați, Dana si cu mine, după ce am terminat cu întâlnirile planificate, la o astfel de sărbătoare de familie. Am aflat diverse lucruri interesante despre convietuirea religioasă din Albania. Sigur, de-a lungul secolelor, influența religioasă dinspre Imperiul Otoman, sau dinspre Grecia sau, in perioada interbelica, dinspre Italia, si-a pus amprenta, determinând apariția unor comunități de musulmani suniți, ortodocși sau catolici. Interesant este faptul ca o parte importantă a musulmanilor se considera musulmani, respecta sărbătorile mai mult ca sărbători sociale dar nu sunt practicanti. In plus, nu respectă Interdicție totala de a bea vin. Sarbatoresc cu aceeași bucurie sărbătorile ortodoxe sau catolice. In esenta, nu exista formule extremiste religioase. Mai expuse vor fi zonele muntoase izolate si tinerii șomeri, cu sentimentul lor de neacceptarea din partea societății. Deocamdată insa atmosfera de toleranta religioasă este confirmată si de faptul ca președintele țării este musulman iar premierul – ortodox.
","Despre ""coabitarea"" bisericilor",link,http://nastase.wordpress.com/2014/10/05/despre-coabitarea-bisericilor/,2014-10-05 11:38:03,4457,147,135,4457,0,0,0,0,0
176946929155772_303192009864596,"La Tirana
De doua zile, sunt la Tirana. Am fost invitat sa ma întâlnesc cu câțiva prieteni din guvernul albanez si din Parlament. Nici aici situația politica nu este simpla. In afara de întâlnirile pe care le-am avut, am vizitat Galeria naționala de arta – unde erau expuse lucrări ale unor pictori care au cunoscut experimentele dure ale perioadei Enver Hoxha. Voi mai rămâne aici câteva zile. Știu ca la București a început, oficial, campania electorală. Sper ca cele treizeci de zile care au rămas pana la alegeri sa se desfășoare cu mai multă intelepciune. Sper sa privim cu mai multă atenție la ce se întâmpla, in acest timp, in jurul nostru si in lume.",La Tirana,link,http://nastase.wordpress.com/2014/10/03/la-tirana-2/,2014-10-03 22:29:17,6464,233,109,6464,0,0,0,0,0
176946929155772_302065619977235,"Dezbaterea de politica externa

In Romania, acest tip de dezbatere, practic, nu exista. De ce? Poate ca Romania a devenit, intre timp - si nu ne-am dat seama - o mare putere, inconjurata de oceane, precum Statele Unite, si dezbaterea publica despre ce se intampla in lume intereseaza doar guvernul si serviciile de informatii. Sau poate ca globalizarea s-a oprit la frontierele Romaniei. Nenumaratele televiziuni de stiri relateaza, cel mult, despre nunta lui George Clooney, la Venetia sau, eventual, despre unele prezentari de moda. Romania pare ca a devenit o tara insulara, izolata de ceea ce se intampla in jurul sau, pe continent sau in lume. Temele ""noastre"" de politica externa sunt, cel mult, subiectele prezentate la CNN sau la EuroNews. 

Suntem, practic, in campanie prezidentiala. Rolul presedintelui tarii este important in politica externa dar, pana acum am aflat doar despre cum statul nostru de drept va deveni si mai de drept iar dezbaterile la televiziuni sunt legate doar de ofiteri acoperiti sau de campanii negative. In aceste conditii, dupa alegeri, Romania va fi o tara si mai divizata, cu si mai multe vulnerabilitati. O tara autista, decuplata de ceea ce se intampla in lume. 

Oare, pentru noi, referendumul din Catalonia (acum suspendat) nu este important? Nu vrem sa urmarim schimbarile din structura si managementul Uniunii Europene? Sau nu vrem sa intelegem semnificatia aparitiei  manifestarilor de tineri in Hong Kong (celebrii ""freedom fighters"") si deplasarea atentiei externe spre zona asiatica si spre China? S-a terminat oare conflictul din Ucraina? S-a stabilizat viata politica a partidelor din Franta? Cunoastem modificarile guvernamentale din Bulgaria, la cateva zeci de kilometri de noi? Poate fi invins ""statul islamic"" cu drone sau cu avioane de vanatoare? Ce s-a mai intamplat in Irak, Afganistan, Siria? Ce anotimp a venit acolo dupa ""primavara"" araba?

Dezbaterea publica la noi nu vizeaza in niciun fel viitorul ci doar ""informatia momentului"" - perchezitii, accidente de masini, incendii, deraieri de vagoane. In general, nenorociri. Cum poate fi realizata, in aceste conditii, solidaritatea sociala, cum poate fi obtinuta increderea ca lucrurile vor merge mai bine? Cum poate fi obtinuta credibilitatea in exterior, daca, la varf, jocul de societate pare a fi doar despre Nero si arderea Romei sau, eventual, despre felul in care Caligula si-a facut calul senator.

Incepe noul an universitar, aproape in acelasi timp cu declansarea oficiala a campaniei electorale. Ambele ar trebui sa ne dea motive de optimism pentru viitor. Va fi oare asa?",,status,,2014-09-30 14:25:54,1705,78,69,1705,0,0,0,0,0
176946929155772_301370716713392,"Prima prezentare a cartii
Cand am lansat volumul ""Cele Doua Romanii"", am mentionat faptul ca, in penitenciar, am organizat, impreuna cu ceilalti ""pacienti"", ""Clubul de la Jilava"" . Saptamanal, fiecare dintre noi vorbea despre un subiect pe care il cunostea mai bine. Acolo, am prezentat, prima data,  principalele idei ale cartii.
De asemenea, le-am vorbit despre carte  celor de la comunitatea terapeutica (dependenți și dealeri de droguri), cu care ma intalneam saptamanal, pe diferite teme, stabilite la cererea lor – cele șapte minuni ale lumii, situația din Ucraina, tatuajele ca formă de artă sau de ierarhizare (în special în penitenciarele din Rusia; cartea lui Minovici despre tatuaje, etc.); arta lui Brâncuși; cromatica culorilor în pictură; istoria imperiilor; piramidele din Egipt și din Americi, etc. La un moment dat,  le-am citit din dialogurile lui Platon (Socrate vorbind cu Criton despre legile Cetății).
M-a impresionat faptul că mi-au dăruit o carte despre ""Viața lui Iisus"" (scrisă de Ellen White), cu o emoționantă dedicație.
Cei din penitenciare reprezinta o Romanie aparte, ea insasi condusa de legi proprii si de lideri informali. In ce directie? Imi este greu sa va explic.",,status,,2014-09-28 11:24:17,2024,77,59,2024,0,0,0,0,0
176946929155772_300708596779604,"De unde poate fi cumparata cartea
Din primul tiraj al volumului ""Cele două Românii"" mai sunt disponibile câteva exemplare. Acestea pot fi achiziţionate, contra sumei de 120 lei/volum, la sediul Fundaţiei Europene Titulescu, din Şos. Kiseleff nr. 47, sector 1, Bucureşti. Persoană de contact: Mihaela Drăghici, email: mihaela.draghici@titulescu.eu, tel: 021 222 19 83.",,status,,2014-09-26 19:05:36,1284,42,33,1284,0,0,0,0,0
176946929155772_300305883486542,"Aurel Sergiu Marinescu - turnatorul dizident din SUA

In volumul meu, recent lansat, ""Cele Doua Romanii"", am publicat angajamentul de turnator la securitate al lui Aurel Sergiu Marinescu, document preluat de pe site-ul Inpolitics. Cine este personajul respectiv? Este cel care, in campania pentru prezidentiale, din 2004, a publicat in ziarele diasporei din SUA, in 8 si 15 septembrie, o suma de mizerii despre mine si despre familia mea. Acele articole au fost folosite masiv de Alianta DA - prin fotocopiere si difuzare in cutiile postale, in toata tara sau pe net. Actiunea Aliantei a fost corelata si cu cea a lui Vadim, in ziarele lui, sau a lui Nati Meir. Mizeriile de acolo circula si acum pe internet. Nu am inteles rostul lor in campania impotriva mea din 2004. Mai tarziu, prin intermediul documentelor de la CNSAS, publicate in Inpolitics, am inteles mecanismul murdar folosit. Marinescu fusese condamnat pentru delapidare si fraude la construirea pistei aeroportului Baneasa, pe care, cu mai multi complici, o facusera mai ""subtire"". Dupa iesirea din inchisoare, in 1972, el a devenit turnator al Securitatii, denuntandu-i pe cei cu care fusese coleg la inchisoare, etc. Imediat dupa aceea, paradoxal, a fost trimis, mai intai, in Franta (probabil pentru ""legendare""), dupa care a fost trimis in SUA, unde s-a ocupat de emigratia romana. Este evident ca cei care il controlasera, din fosta Securitate, si care erau, banuiesc, interesati ca eu sa nu castig alegerile prezidentiale, au determinat publicarea acelor materiale in SUA si apoi le-au preluat in ziarul ""Romania Mare"" si in publicatii tip ""samizdat"". Ca a fost vorba de un scenariu este, acum, evident. La sfarsitul lunii septembrie 2004, Stolojan a dezertat si Basescu, cu lacrimi in ochi, a intrat in joc. Puteti citi mai multe detalii in cartea mea.

Aici, pentru ca se discuta, in aceasta perioada, despre obigatiile agentilor acoperiti, voi cita un fragment din angajamentul de turnator al lui Aurel Sergiu Marinescu, care promitea, intre altele: ""sa manifest vigilenta fata de dusmanii Patriei, sa dovedesc sinceritate si obiectivitate in furnizarea informatiilor, corectitudine in raporturile de munca, cu organele de securitate si sa nu abuzez in niciun fel de aceasta colaborare, sa nu divulg nimic in legatura cu activitatea de colaborare secreta, indiferent de persoana, functii si gradul de rudenie"".
Pentru ""faptele sale de arme"", Aurel Sergiu Marinescu a fost ales cetatean de onoare al orasului Zimnicea.",,status,,2014-09-25 19:08:14,1835,84,81,1835,0,0,0,0,0
176946929155772_299976763519454,Fotografii de la lansarea cartii:,Photos from Adrian Nastase's post,photo,https://www.facebook.com/Nastase.Adrian/photos/a.185528271630971.1073741852.176946929155772/299976423519488/?type=3,2014-09-24 18:16:43,6969,229,164,6969,0,0,0,0,0
176946929155772_299677323549398,In direct,Mobile Uploads,photo,https://www.facebook.com/Nastase.Adrian/photos/a.299677316882732.1073741856.176946929155772/299677196882744/?type=3,2014-09-23 21:03:02,8189,365,107,8189,0,0,0,0,0
176946929155772_299476173569513,"Diseara, emisiune la TVR

Diseara, la ora 21, voi merge la TVR 1, la emisiunea ""Vorbeste liber!"", moderata de Sorin Avram",,status,,2014-09-23 09:01:56,2948,153,67,2948,0,0,0,0,0
176946929155772_298412660342531,"""Cele Doua Romanii"" – lansarea marti, 23 septembrie

M-am hotarat, in sfarsit, sa lansez volumul ""Cele doua Romanii"", cartea despre care multi dintre voi m-ati intrebat. Am asteptat sa se incheie depunerea candidaturilor pentru prezidentiale si, in acelasi timp, sa nu inceapa inca dezbaterile din campania electorala. Nu am avut multe varaiante. In final, am ales ziua de marti, 23 septembrie. Va invit, cu multa bucurie, sa participati la lansarea cartii si sa-mi fiti alaturi, ca de obicei.","""Cele Doua Romanii"" - lansarea marti, 23 septembrie",link,https://nastase.wordpress.com/2014/09/20/cele-doua-romanii-lansarea-marti-23-septembrie/,2014-09-20 10:16:18,3656,246,174,3656,0,0,0,0,0
176946929155772_297565373760593,"Revizuirea Constitutiei. Mai este necesara?

Acesta este titlul editorialului meu din Jurnalul National. Textul il puteti citi mai jos:

""Subiectul revizuirii Constitutiei a disparut de pe agenda partidelor dar si din agenda publica. Este un lucru explicabil. Dupa destramarea USL, revizuirea nu mai putea fi ""impusa"", nemai existand majoritatea de 70%. Opozitia avea, si ea, alte obiective. Pe de alta parte, majoritatea actuala cuprinde si UDMR, care – in perspectiva anului 2018 – gandeste la propriile scopuri de modificare a textului constitutional. Proiectul de revizuire, realizat sub conducerea lui Crin Antonescu, era realizat mai curand cu privirea spre trecut, pentru a corecta si a impiedica excesele lui Traian Basescu. Cand mai sunt doar cateva saptamani pana la finalul regimului Basescu, in mod evident, acel text nu mai este actual – dincolo de modificarea majoritatii din parlament.

Privind spre viitor, dupa alegerile prezidentiale, va mai fi oare necesara revizuirea Constitutiei? Eu cred ca da. Si acesta poate fi unul din proiectelele majore ale candidatului la prezidentiale, Victor Ponta. Prima revizuire, cea din 2003, s-a realizat in vederea aderarii la NATO si la UE. Acum, noul text constitutional ar trebui sa consemneze statutul Romaniei de membru al NATO si al UE. Ar fi necesar, cel putin, si un ""reglaj fin"" in ceea ce priveste relatiile dintre puterile statului. Si unele corectii, decurgand din practica Curtii Constitutionale. Chiar daca in zona opiniei publice, o astfel de initiativa si de dezbatere nu vor fi foarte atent urmarite, efectele pot fi importante in efortul de normalizare a vietii publice in Romania, cu rezultate economice si sociale favorabile. Cred in continuare ca tara noastra are nevoie de o evolutie constanta in domeniul institutional si al reglementarilor. Cred, in continuare, ca solutia pentru viitor, nu poate fi reprezentata de campanii de vanatoare de vrajitoare, construite la varf, pentru a da exemple, ci de o constructie metodica si continua de institutii si de legi, insotita de eforturi educationale. Pe termen mediu si lung, rezultatele vor apare.

Putini mai stiu, probabil, discursul tanarului deputat Nicolae Titulescu, rostit in urma cu exact o suta de ani, la 20 aprilie 1914, in Adunarea Deputatilor, cu ocazia ""discutiunii revizuirii Constitutiei"". La doar doi ani dupa intrarea in parlament, pe lista Partidului Conservator Democrat (condus de Take Ionescu), Titulescu, in varsta de 34 de ani, explica, in termeni categorici, nevoia modificarii Constitutiei, temele centrale fiind la acea vreme reforma proprietatii agricole si reforma de vot. Titulescu intreba atunci: ""care este scopul pe care il urmariti prin actiunea d-voastra reformatoare; care sunt mijloacele prin care vreti sa atingeti acest scop?"" Si tot el raspundea: ""Scopul d-lor este in functie de raul pe care voiti sa-l tamaduiti"".
",Revizuirea Constitutiei. Mai este necesara?,link,http://nastase.wordpress.com/2014/09/17/revizuirea-constitutiei-mai-este-necesara/,2014-09-17 21:44:05,1966,85,54,1966,0,0,0,0,0
176946929155772_297334293783701,"Dezbatere FET, 17 septembrie: Summit-ul NATO – rezultate şi perspective

Fundaţia Europeană Titulescu – Centrul de Studii Strategice organizează mâine, 17 septembrie a.c., la orele 16:00, dezbaterea cu tema „Summit-ul NATO – rezultate şi perspective"". Invitaţii speciali ai acestui eveniment sunt dl. Titus Corlăţean, ministrul afacerilor externe, dl. senator Petru Filip, preşedintele Comisiei pentru politică externă a Senatului, şi dl. g-ral Mihail E. Ionescu, directorul Institutului pentru Studii Politice de Apărare şi Istorie Militară.
Manifestarea va avea loc la Casa Titulescu, din Şos. Kiseleff nr. 47, şi va putea fi urmărită live pe site-ul FET, la http://www.titulescu.eu.",Fundatia Europeana Titulescu | SIte-ul oficial al Fundatiei Europene Titulescu,link,http://www.titulescu.eu/,2014-09-17 07:30:38,1864,50,79,1864,0,0,0,0,0
176946929155772_295625910621206,,Erdogan si ultimii 10 ani,link,http://nastase.wordpress.com/2014/09/13/erdogan-si-ultimii-10-ani/,2014-09-13 11:53:20,3477,127,132,3477,0,0,0,0,0
176946929155772_293836214133509,"Literatura de scandal

Acesta este titlul editorialului meu din Jurnalul National. Editorialul poate fi citit aici:

Vedem, zilnic, politica de scandal sau, altfel spus, scandalul in politica. Mai mult decat altadata? Nu-mi dau seama. Sau poate ca as fi subiectiv. Imi petrec mult timp citind. Fac parte din cei 50% de cetateni ai Romaniei care inca mai citesc. Asa am descoperit o carte, publicata de un anume ziarist – N.Georgescu – in 1938, la Editura Ziarului Universul si intitulata ""Literatura de scandal"". Probabil ca nu mi-ar fi atras atentia daca prefata nu ar fi fost scrisa de Nicolae Iorga. In esenta, volumul, care are 271 de pagini, il are ca tinta pe Tudor Arghezi, pe care il face ""pulbere"". Motivul? Decadenta, pornografie, mascarada literara. Sunt atacate ""vulgaritatea"" poeziilor sale, ""lipsa de morala"", Arghezi fiind considerat ""un geniu infectios"", ""dansatorul pe cadavre"", ""un porcograf"". Nu are rost sa continui. Puteti sa va imaginati restul. Sunt citate, in extenso, poeziile ""Rada"", ""TInca"", ""Fatalaul"", """"Blesteme"", etc.

""Decadenta"" poeziilor argheziene este ilustrata prin desene ale lui Victor Brauner, publicate in revista ""UNU"" iar analiza moralizanta se baza pe numeroase citate din Carol II – ceea ce, in perspectiva istoriei, pare usor extravagant.

Oricum, incitat de aceasta abordare partizana, am vrut sa (re)citesc poeziile lui Arghezi. Realizasem ca imaginea mea despre el era extrem de simplificata. Invatasem, la scoala cateva versuri din ""Testament"" (""Nu-ti voi lasa drept bunuri, dupa moarte, /Decat un nume adunat pe-o carte"") si cate ceva din ""Flori de mucegai"". Am gasit in biblioteca un volum al poeziilor sale, ""Versuri"" (editie definitiva ingrijita de autor), publicata la Fundatia Regala pentru Literatura si Arta, in 1943. Le-am citit cu intelegerea varstei de acum. Pe multe le-am ""absorbit"" si le-am citit cu voce tare de parca le-as fi scris eu.

De exemplu, ""O zi"":
""Ziua de ieri s-a tinut dupa mine, crezand,/ Ca un caine flamand,/ Ca e legata cu ceva, cu vre-o curea,/ Cu vre-o franghie, de viata mea – / Si la o raspantie cu statui/ S-a intors, vazand ca nu-i.

S-a pierdut neputincioasa si pribeaga/ Dupa ce vremea intreaga/ M-a urmat, pas cu pas, pana azi/ La amiazi.

Cine si-a pierdut o zi cat o viata/ S-o caute repede. Se innopteaza. Se lasa ceata.""",Literatura de scandal,link,http://nastase.wordpress.com/2014/09/09/literatura-de-scandal/,2014-09-09 22:25:51,2262,66,80,2262,0,0,0,0,0
176946929155772_293298254187305,"La Multi Ani!
La multi ani pentru cei care poarta numele Maicii Domnului. Maria, Mariana,Marin, Marian - e ziua voastra astazi si va urez sa aveti o sarbatoare frumoasa si linistita!",,status,,2014-09-08 17:37:16,3962,239,31,3962,0,0,0,0,0
